"","LatitudeMeasure","LongitudeMeasure","conc"
"64220",32.4947222,-106.5208333,212.132034356
"64227",32.4947222,-106.5208333,2.12132034356
"64230",42.45575,-114.2393889,2.4
"64231",42.8108806,-114.4710139,2.2
"64232",42.3843056,-114.0004722,2.1
"64233",43.8281389,-115.8387222,10.2
"64234",43.8281389,-115.8387222,10.8
"64235",43.8281389,-115.8387222,8.4
"64236",43.8281389,-115.8387222,5.4
"64237",43.8281389,-115.8387222,4.7
"64238",43.8281389,-115.8387222,5
"64239",32.4938889,-106.5188889,3.53553390593
"64240",32.4938889,-106.5188889,0.11
"64241",32.4938889,-106.5188889,0.707106781187
"64249",32.4938889,-106.5188889,7.07106781187
"64256",32.4938889,-106.5188889,2.12132034356
"64257",32.4941667,-106.5213889,3.53553390593
"64258",32.4941667,-106.5213889,0.0848528137424
"64259",32.4941667,-106.5213889,0.707106781187
"64267",32.4941667,-106.5213889,7.07106781187
"64274",32.4941667,-106.5213889,2.12132034356
"64277",32.4933333,-106.5194444,3.53553390593
"64278",32.4933333,-106.5194444,0.0848528137424
"64279",32.4933333,-106.5194444,0.707106781187
"64287",32.4933333,-106.5194444,7.07106781187
"64293",32.4933333,-106.5194444,2.12132034356
"64297",32.4952778,-106.5202778,3.53553390593
"64298",32.4952778,-106.5202778,0.0848528137424
"64299",32.4952778,-106.5202778,0.707106781187
"64307",32.4952778,-106.5202778,7.07106781187
"64313",32.4952778,-106.5202778,2.12132034356
"64315",32.4930556,-106.5175,3.53553390593
"64316",32.4930556,-106.5175,0.0848528137424
"64317",32.4930556,-106.5175,0.707106781187
"64325",32.4930556,-106.5175,7.07106781187
"64332",32.4930556,-106.5175,2.12132034356
"64333",32.4908333,-106.5141667,3.53553390593
"64334",32.4908333,-106.5141667,0.0848528137424
"64335",32.4908333,-106.5141667,0.707106781187
"64347",32.4930556,-106.5213889,3.53553390593
"64348",32.4930556,-106.5213889,0.0848528137424
"64349",32.4930556,-106.5213889,0.707106781187
"64360",43.7831111,-111.8342778,0.7
"64361",43.7831111,-111.8342778,0.707106781187
"64364",48.7374385,-116.2426973,11.2
"64365",32.4770342,-106.4958282,3.53553390593
"64366",32.4770342,-106.4958282,0.21
"64367",32.4770342,-106.4958282,0.707106781187
"64371",32.4512016,-106.4855499,3.53553390593
"64372",32.4512016,-106.4855499,0.0848528137424
"64373",32.4512016,-106.4855499,0.707106781187
"64374",32.4825897,-106.4916616,3.53553390593
"64375",32.4825897,-106.4916616,0.0848528137424
"64376",32.4825897,-106.4916616,0.707106781187
"64380",32.4733333,-106.8477778,3.53553390593
"64381",32.4733333,-106.8477778,0.0848528137424
"64382",32.4733333,-106.8477778,0.707106781187
"64393",43.1065556,-115.6769167,1
"64394",43.1065556,-115.6769167,0.707106781187
"64396",42.5481111,-113.7578333,7
"64397",43.1794444,-115.7063056,1.5
"64398",43.1794444,-115.7063056,1.6
"64399",44.0976389,-112.2844167,2
"64401",42.8726389,-114.9699167,14.1
"64402",32.9330944,-109.6659861,0.707106781187
"64403",32.9330944,-109.6659861,1
"64404",32.9330944,-109.6659861,1.3
"64405",34.3834028,-103.2973389,3.53553390593
"64407",32.4655539,-106.5215902,3.53553390593
"64408",32.4655539,-106.5215902,0.2
"64409",32.9377389,-109.6543139,1.41421356237
"64410",46.4234949,-117.0318243,0.6
"64411",46.4234949,-117.0318243,0.707106781187
"64414",43.63325,-116.188111,8.5
"64415",43.6123056,-111.1769167,1
"64416",43.6123056,-111.1769167,0.707106781187
"64418",32.9857389,-109.69055,1
"64419",32.4941667,-106.5188889,3.53553390593
"64420",32.4941667,-106.5188889,0.0848528137424
"64421",32.4941667,-106.5188889,0.707106781187
"64429",32.4941667,-106.5188889,7.07106781187
"64438",32.4941667,-106.5188889,2.12132034356
"64439",32.4944444,-106.5208333,3.53553390593
"64440",32.4944444,-106.5208333,0.0848528137424
"64441",32.4944444,-106.5208333,0.707106781187
"64449",32.4944444,-106.5208333,7.07106781187
"64462",32.4944444,-106.5208333,212.132034356
"64463",32.4944444,-106.5208333,2.12132034356
"64466",32.49,-106.5127778,3.53553390593
"64467",32.49,-106.5127778,0.0848528137424
"64468",32.49,-106.5127778,0.707106781187
"64479",32.4944444,-106.5141667,3.53553390593
"64480",32.4944444,-106.5141667,0.0848528137424
"64481",32.4944444,-106.5141667,0.707106781187
"64492",32.4953671,-106.5249963,3.53553390593
"64493",32.4953671,-106.5249963,0.707106781187
"64494",32.4953671,-106.5249963,0.0848528137424
"64498",32.4800896,-106.515829,3.53553390593
"64499",32.4800896,-106.515829,0.1
"64500",32.4800896,-106.515829,0.707106781187
"64505",32.4400906,-106.5011056,3.53553390593
"64506",32.4400906,-106.5011056,0.27
"64507",32.4400906,-106.5011056,0.707106781187
"64508",32.4587016,-106.4724942,3.53553390593
"64509",32.4587016,-106.4724942,0.26
"64510",32.4587016,-106.4724942,0.707106781187
"64511",32.4359241,-106.487772,3.53553390593
"64512",32.4359241,-106.487772,0.0848528137424
"64513",32.4359241,-106.487772,0.707106781187
"64514",32.4273133,-106.4830495,3.53553390593
"64515",32.4273133,-106.4830495,0.0848528137424
"64516",32.4273133,-106.4830495,0.707106781187
"64517",32.4625901,-106.501106,3.53553390593
"64518",32.4625901,-106.501106,0.8
"64519",32.4835925,-106.4842753,3.53553390593
"64520",32.4835925,-106.4842753,0.11
"64521",32.4835925,-106.4842753,0.707106781187
"64522",41.2134287,-74.5446041,0.12
"64523",41.2134287,-74.5446041,0.17
"64524",41.1142628,-74.3684858,0.0848528137424
"64525",41.2248278,-74.4941028,1.9
"64526",29.495786,-98.4900175,0.4
"64527",30.0405556,-95.25,1.3
"64528",29.4453528,-98.405375,0.5
"64529",29.5305075,-98.3536252,0.5
"64530",40.0597222,-79.2733333,0.12
"64532",40.0047222,-79.2075,0.0848528137424
"64533",39.9875,-79.2663889,0.0848528137424
"64534",39.9875,-79.2663889,0.06
"64535",39.9625,-79.3375,0.62
"64536",39.9625,-79.3375,0.32
"64537",39.9586111,-79.2997222,0.14
"64538",39.9586111,-79.2997222,0.11
"64539",39.9727778,-79.2597222,0.1
"64540",39.9727778,-79.2597222,0.06
"64541",32.7644627,-97.4321974,2.1
"64542",32.7648349,-97.4319613,4.1
"64543",32.7650321,-97.4320724,0.2
"64544",32.764846,-97.4321974,0.2
"64545",32.7644655,-97.4321863,18.4
"64546",32.7652182,-97.4324696,0.2
"64547",32.7650988,-97.4321613,0.141421356237
"64548",32.7648933,-97.4320863,0.2
"64549",33.5383611,-117.2017222,1.9
"64550",33.4668333,-117.1179444,0.9
"64551",38.3973056,-122.360611,3.8
"64552",38.4196667,-122.77425,2.2
"64553",38.2545833,-122.2833889,0.141421356237
"64554",38.5858333,-122.5808333,64.6
"64555",38.5858333,-122.5808333,37.1
"64556",38.5880278,-122.603,1.3
"64557",38.4904667,-122.4970444,0.141421356237
"64558",38.5790083,-122.5765139,70.5
"64559",38.5790083,-122.5765139,51
"64560",38.5796972,-122.5802472,50.2
"64561",38.5796972,-122.5802472,42.8
"64562",39.2626389,-104.5651667,4.8
"64563",39.4616111,-104.5753056,1.3
"64564",39.5408889,-104.57625,10.7
"64565",39.1969167,-104.4949167,4.7
"64566",39.3468056,-104.8885556,0.141421356237
"64567",39.1211944,-104.7856667,0.3
"64568",39.3954444,-104.9683611,0.141421356237
"64569",41.4464655,-76.9819108,0.707106781187
"64570",39.8548333,-77.7778611,0.707106781187
"64571",40.5138889,-76.1877778,0.0707106781187
"64572",40.3261994,-76.861084,0.707106781187
"64573",41.16825,-74.9670556,0.1
"64574",41.3539828,-74.7212748,3.5
"64575",41.2476667,-74.9099444,0.0848528137424
"64576",41.2476667,-74.9099444,0.141421356237
"64577",41.1032361,-74.9874556,0.0848528137424
"64578",41.1032361,-74.9874556,0.141421356237
"64579",40.0086111,-79.2275,0.0424264068712
"64580",40.0086111,-79.2275,0.0848528137424
"64581",40.0738889,-79.1691667,0.12
"64583",43.4348889,-74.5142222,0.57
"64584",43.1923889,-77.5186667,0.141421356237
"64585",43.2849722,-74.2328333,0.141421356237
"64586",43.1016667,-73.5758333,0.141421356237
"64587",43.2541667,-77.02325,3.1
"64588",42.9430556,-75.9227778,0.141421356237
"64589",42.9766667,-73.7751667,0.424264068712
"64590",43.2188611,-75.5608056,0.424264068712
"64591",43.8172222,-74.0055556,0.49
"64592",42.5875,-76.7105,0.424264068712
"64593",43.3608056,-76.0286667,1.1
"64594",41.6354762,-113.9077888,7.7
"64595",41.7957542,-113.1116563,3.2
"64596",41.7957542,-113.1116563,2.9
"64597",40.5149486,-111.971881,2.8
"64598",40.5149486,-111.971881,3.4
"64599",38.3869106,-113.0366233,6.2
"64600",38.3869106,-113.0366233,7
"64601",38.9471708,-114.019154,2.4
"64602",40.92875,-111.8793889,0.18
"64603",40.92875,-111.8793889,0.1
"64604",37.7736111,-90.4522222,0.43
"64605",37.7736111,-90.4522222,0.45
"64606",37.7736111,-90.4522222,0.36
"64608",37.7736111,-90.4522222,0.44
"64609",37.7736111,-90.4522222,0.4
"64610",37.7583333,-90.4533333,2.6
"64611",37.7583333,-90.4533333,2.2
"64612",37.7583333,-90.4533333,3.9
"64613",37.7583333,-90.4533333,3.5
"64614",37.7583333,-90.4533333,4.3
"64615",37.7583333,-90.4533333,5.7
"64617",39.5033083,-118.7781028,186
"64618",39.4302944,-118.8007833,106
"64619",39.4302944,-118.8007833,162
"64620",39.3653361,-118.7213139,408
"64621",38.0354444,-121.2493333,3.3
"64622",33.5750273,-116.6966858,0.18
"64623",32.6551389,-117.045361,1.4
"64624",38.3855833,-122.7776944,3.5
"64625",38.3855833,-122.7776944,0.65
"64626",40.7420428,-75.1415641,0.12
"64627",40.7420428,-75.1415641,0.14
"64630",41.5994444,-76.0988889,0.707106781187
"64631",40.0036111,-79.2788889,0.22
"64632",40.0036111,-79.2788889,0.19
"64633",40.0036111,-79.2788889,0.17
"64634",41.6776389,-76.2493889,0.707106781187
"64635",40.8144444,-75.2472222,0.707106781187
"64636",40.8263,-75.1671583,0.636396103068
"64637",40.5122222,-76.2011111,0.0707106781187
"64638",41.2075749,-77.1724692,0.707106781187
"64639",39.925,-79.2819444,0.18
"64640",39.925,-79.2819444,0.15
"64641",40.0608333,-79.1972222,0.0424264068712
"64642",41.3542577,-75.0535058,0.09
"64643",41.3542577,-75.0535058,1.7
"64644",48.1393333,-116.2016667,0.09
"64645",48.1393333,-116.2016667,0.14
"64646",48.1393333,-116.2016667,0.127279220614
"64647",48.1393333,-116.2016667,0.707106781187
"64649",30.2263889,-92.0427778,1
"64650",44.5666111,-71.9903333,0.04
"64651",44.5666111,-71.9903333,0.0848528137424
"64652",44.5666111,-71.9903333,0.141421356237
"64655",26.9263889,-80.1941667,6.8
"64656",32.7380278,-114.6388333,0.23
"64657",32.7380278,-114.6388333,0.28
"64658",43.7355833,-117.0028056,42.4
"64659",43.7355833,-117.0028056,39
"64660",34.4125833,-118.7957778,0.54
"64661",33.1895833,-116.6356389,0.05
"64662",34.2838611,-119.1520556,1
"64663",34.3587778,-119.3098889,0.4
"64664",35.0656028,-106.6319361,3.4
"64665",42.3543889,-76.4822778,0.23
"64666",43.0180556,-76.5841667,0.17
"64667",35.0660333,-106.62475,35.5
"64668",44.0896944,-112.1656667,1.9
"64669",44.0896944,-112.1656667,1.7
"64670",35.0660333,-106.62475,3.4
"64671",43.1378889,-75.5009167,0.848528137424
"64672",42.9003333,-73.6293333,0.85
"64673",41.4456389,-76.9468611,1.9
"64674",35.5975278,-92.3095,0.0707106781187
"64675",17.9591338,-66.1251378,0.09
"64676",40.4151389,-74.9420278,5.6
"64677",40.4151389,-74.9420278,5.3
"64678",42.6652222,-77.0203889,2.3
"64679",43.1818056,-76.4613056,1.8
"64680",43.4022222,-74.2938889,0.424264068712
"64682",42.6039444,-77.4419444,0.85
"64683",35.6540556,-92.3168056,0.0707106781187
"64685",35.69225,-92.3038056,0.0707106781187
"64686",35.6976667,-92.2797778,0.0707106781187
"64687",35.4381944,-92.5241389,0.0707106781187
"64688",35.3940833,-92.4634167,0.0707106781187
"64689",35.5331389,-92.5763611,0.0707106781187
"64690",35.6213333,-92.6951667,0.0707106781187
"64691",35.7715,-92.5322778,0.0707106781187
"64692",35.1439056,-92.3270722,0.0707106781187
"64693",35.2037278,-92.3471083,0.0707106781187
"64694",35.2225556,-92.35585,0.0707106781187
"64695",35.3326667,-92.4226389,0.0707106781187
"64696",35.3141389,-92.3311111,0.0707106781187
"64697",35.1975556,-92.2028056,0.0707106781187
"64698",35.2000278,-92.2399722,0.0707106781187
"64699",34.4425914,-96.8291766,0.12
"64700",34.4297222,-96.7655556,0.18
"64701",34.4242583,-96.8261207,0.16
"64702",34.5162006,-93.0526794,0.38
"64703",34.5162006,-93.0526794,7.07106781187
"64705",34.5134227,-93.0537906,0.52
"64706",34.5134227,-93.0537906,7.07106781187
"64708",36.2059117,-94.2349284,0.12
"64709",36.2059117,-94.2349284,0.707106781187
"64710",34.54175,-93.002,0.0848528137424
"64711",40.2970278,-89.0691389,20.9
"64712",36.1538806,-94.20695,0.0848528137424
"64713",40.252,-88.4993056,0.31
"64714",40.252,-88.4993056,0.707106781187
"64715",40.2106111,-88.7453889,24.9
"64716",46.4840151,-112.2465936,10.4
"64717",46.4840151,-112.2465936,10.7
"64718",46.4840151,-112.2465936,15
"64719",46.4840151,-112.2465936,18
"64720",35.25225,-92.3279444,0.0707106781187
"64721",33.7729167,-118.0890833,0.4
"64722",33.7729167,-118.0890833,2.5
"64723",43.4419167,-111.6680556,2
"64724",43.4419167,-111.6680556,1.7
"64725",34.8158333,-119.5630556,0.39
"64726",34.27875,-118.7929444,1.1
"64727",39.9916111,-79.4065528,0.707106781187
"64728",35.1820056,-116.6299306,10.8
"64729",44.4798056,-111.8946389,0.42
"64730",44.4798056,-111.8946389,0.41
"64731",40.2976944,-88.2021667,3.8
"64732",37.0984167,-94.25115,0.0848528137424
"64733",37.0984167,-94.25115,0.707106781187
"64734",32.7377611,-117.0722389,1.9
"64735",40.0433333,-78.8122222,0.0707106781187
"64737",40.0112,-78.92845,0.707106781187
"64738",40.0112,-78.92845,0.0707106781187
"64743",40.1461111,-79.4155556,0.707106781187
"64744",40.1731444,-79.3882139,0.707106781187
"64745",40.2547806,-78.73495,0.707106781187
"64747",40.3111111,-79.3011111,0.707106781187
"64748",40.6299389,-76.5539889,0.707106781187
"64749",40.7195694,-79.5880389,0.707106781187
"64751",40.7785694,-78.7135306,0.707106781187
"64752",40.7785694,-78.7135306,0.0707106781187
"64754",40.88425,-78.2933639,0.707106781187
"64755",37.0005611,-93.8882944,0.19
"64756",37.0005611,-93.8882944,0.707106781187
"64757",37.234075,-94.2737,0.6
"64758",37.234075,-94.2737,0.707106781187
"64759",41.0830556,-79.6463889,0.0707106781187
"64760",41.0830556,-79.6463889,0.707106781187
"64761",41.1086278,-78.177075,0.707106781187
"64762",41.1086278,-78.177075,0.0707106781187
"64764",41.1575,-79.9763889,0.707106781187
"64765",39.8811111,-79.1320806,0.707106781187
"64767",34.1025,-89.6541667,0.62
"64768",45.7465833,-91.9164444,0.707106781187
"64769",34.4290306,-117.0219278,0.707106781187
"64770",34.4297611,-116.8910167,0.707106781187
"64771",34.6745917,-117.3529889,54
"64772",34.6745917,-117.3529889,55
"64773",34.64425,-117.351825,59
"64774",34.64425,-117.351825,55
"64775",34.6745917,-117.3529889,16
"64776",34.6745917,-117.3529889,19
"64777",34.6750278,-117.337561,36
"64778",34.6750278,-117.337561,0.707106781187
"64779",37.3055556,-122.2552778,1.1
"64780",40.3898291,-74.4687634,3.3
"64782",34.1205306,-117.4199833,1.1
"64786",34.1205306,-117.4199833,0.98
"64787",34.1205306,-117.4199833,1.4
"64788",37.2344167,-122.1062778,0.24
"64789",37.0325278,-122.0973333,19.1
"64790",37.0817778,-122.0694167,1.8
"64791",36.9010833,-121.5902222,0.62
"64792",34.2482222,-118.2266667,4.5
"64793",34.6832222,-118.4618889,0.0494974746831
"64794",34.7090833,-118.5580278,0.09
"64795",34.73525,-118.5994167,0.07
"64796",34.4137222,-117.8261389,0.07
"64797",34.3913056,-117.7274444,0.13
"64798",34.5016389,-118.4531389,1.3
"64799",34.3920278,-118.1666667,0.07
"64800",34.2384167,-117.8231667,3.3
"64801",34.3306944,-118.3178889,2.4
"64802",38.3315278,-108.8773056,0.26
"64803",34.6160556,-118.4407222,0.12
"64804",33.2305,-116.761861,0.13
"64805",34.1838889,-90.7233333,0.0848528137424
"64806",33.5828971,-90.1023066,0.0848528137424
"64807",34.7052778,-90.24,0.09
"64808",34.5213889,-90.4372222,0.0424264068712
"64809",46.14,-98.3802778,0.707106781187
"64812",42.3141667,-93.1569444,0.69
"64813",32.5140833,-80.7490139,0.0848528137424
"64814",32.5140833,-80.7490139,0.0155563491861
"64815",32.5140833,-80.7490139,0.141421356237
"64818",32.5140833,-80.7490139,0.707106781187
"64819",33.9708618,-113.1590802,4.5
"64820",32.9217141,-112.870447,22.5
"64821",33.3934722,-117.1882222,0.44
"64822",33.7058611,-116.649611,0.18
"64823",33.7554722,-116.70325,0.84
"64824",33.7832222,-116.745861,0.0212132034356
"64825",30.1516667,-92.0536111,1.8
"64826",35.8797109,-114.068847,0.43
"64827",35.8797109,-114.068847,0.26
"64828",35.8797109,-114.068847,0.707106781187
"64829",48.7025047,-99.2951399,0.707106781187
"64831",42.39075,-111.321,0.46
"64832",42.39075,-111.321,0.4
"64833",31.3505694,-109.96267,7.07106781187
"64834",34.0594139,-117.7198167,0.56
"64835",34.0594139,-117.7198167,0.63
"64836",38.5640086,-76.1524425,1.2
"64837",33.7727222,-118.0888333,1.1
"64838",33.7727222,-118.0888333,0.2
"64839",41.398325,-71.8402111,0.04
"64840",41.398325,-71.8402111,0.141421356237
"64841",42.0556554,-71.0925475,0.07
"64842",42.0556554,-71.0925475,0.141421356237
"64843",33.749,-116.2819167,0.62
"64844",33.5706667,-116.6415,1.6
"64845",31.6862855,-109.67835,7.07106781187
"64846",31.3501472,-109.93384,7.07106781187
"64848",42.0760861,-71.3801306,0.12
"64849",42.0760861,-71.3801306,0.141421356237
"64850",40.5894444,-74.9441667,0.8
"64851",41.7348194,-70.8136472,0.36
"64852",42.6574222,-70.8846,0.16
"64853",38.4316667,-75.90875,0.07
"64854",34.0509444,-117.7306389,0.41
"64856",34.0509444,-117.7306389,0.636396103068
"64857",34.0893611,-117.3556694,1.3
"64858",34.0893611,-117.3556694,1.9
"64859",34.1211389,-117.385061,1.2
"64860",34.1211389,-117.385061,2.4
"64861",34.1211389,-117.385061,1.4
"64862",34.1211389,-117.385061,1.8
"64863",31.6983116,-109.67007,7.07106781187
"64864",33.4135583,-114.64367,7.07106781187
"64865",34.0691944,-117.3656667,1.6
"64866",46.913918,-92.179355,7.35391052434
"64867",44.715004,-93.395998,7.35391052434
"64868",34.03425,-117.6095,2.9
"64869",37.3541667,-119.6879167,2
"64870",37.3541667,-119.6879167,2.1
"64871",37.3541667,-119.6879167,1.7
"64872",37.3541667,-119.6879167,1.6
"64873",37.3541667,-119.6879167,2.2
"64874",37.3541667,-119.6879167,2.6
"64875",37.3541667,-119.6879167,2.3
"64876",37.3541667,-119.6879167,1.2
"64878",37.3541667,-119.6879167,2.4
"64879",33.4590556,-116.0593889,48.8
"64880",33.8104722,-116.4235556,0.26
"64881",33.6261111,-116.2706389,0.39
"64882",33.7921944,-116.295361,0.86
"64883",33.9245278,-116.5406389,0.38
"64884",33.9245278,-116.5406389,0.41
"64885",34.0109444,-117.5594722,0.47
"64886",38.1426273,-76.5088434,6.9
"64887",34.0772944,-117.2741,1.7
"64888",34.0787222,-117.348361,1.2
"64889",34.0787222,-117.348361,1.1
"64890",33.89975,-116.364611,2.7
"64891",30.1688889,-95.5080556,0.46
"64892",30.1688889,-95.5080556,0.3
"64893",30.1688889,-95.5080556,0.4
"64894",37.3115833,-121.8436944,0.67
"64895",37.6319167,-122.397,3.8
"64896",37.7160278,-122.4855556,1.8
"64897",39.3473889,-120.1433889,16.7
"64898",39.0765005,-75.980774,21.4
"64899",38.9895568,-76.1685606,0.15
"64900",37.5386111,-122.0205278,1.1
"64901",37.6238611,-122.4069722,0.91
"64902",39.3551389,-120.1440278,2.4
"64903",39.3438889,-120.0913889,0.8
"64904",39.3180833,-120.145361,11.5
"64905",43.3026111,-114.0503333,1.8
"64906",43.3026111,-114.0503333,1.9
"64907",43.3951667,-112.123611,1.2
"64909",44.27175,-114.734611,0.59
"64910",44.27175,-114.734611,0.2
"64911",33.3055879,-117.4517077,1.5
"64916",34.0959306,-117.3576528,0.96
"64917",30.6360251,-88.2538939,0.29
"64918",39.1134722,-120.15775,0.24
"64919",39.3248611,-120.29175,0.21
"64920",38.9336506,-92.2460167,0.09
"64921",34.7259278,-117.3833417,47
"64922",34.7259278,-117.3833417,55
"64923",34.7259278,-117.3833417,49
"64924",37.7059722,-120.98325,211
"64925",37.7059722,-120.98325,162
"64926",37.7059722,-120.98325,97.4
"64927",37.7059722,-120.98325,2.6
"64928",37.7059722,-120.98325,26.3
"64929",37.7059722,-120.98325,53.6
"64930",37.7059722,-120.98325,127
"64931",37.7059722,-120.98325,2.8
"64932",37.7059722,-120.98325,24.2
"64933",37.7059722,-120.98325,20.5
"64934",37.7059722,-120.98325,4.4
"64935",39.4306972,-118.6812889,509
"64936",38.9203182,-92.1304604,0.06
"64937",38.0354444,-121.2493333,1.7
"64938",33.55575,-116.6824444,0.17
"64939",33.5397778,-116.7418333,0.19
"64940",32.6779444,-117.0131667,0.93
"64941",31.8087186,-106.4349861,4
"64942",28.6722222,-97.3941667,0.92
"64943",28.6722222,-97.3941667,0.67
"64944",29.355,-98.1180556,0.18
"64945",34.1266111,-109.92647,7.07106781187
"64946",58.3408611,-155.2628056,3.53553390593
"64947",34.4681111,-109.38719,7.07106781187
"64948",37.6999167,-105.5235833,NA
"64949",30.2602778,-97.8236111,0.4
"64951",30.2602778,-97.8236111,0.38
"64952",30.2602778,-97.8236111,0.36
"64953",30.2602778,-97.8236111,0.45
"64954",33.6731777,-112.22777,7.07106781187
"64955",29.1110861,-99.2200278,0.88
"64956",29.7055023,-98.134731,0.0848528137424
"64957",29.7055023,-98.134731,0.707106781187
"64958",32.497867,-106.5294409,3.53553390593
"64959",32.497867,-106.5294409,0.0848528137424
"64960",32.497867,-106.5294409,0.707106781187
"64962",34.7259278,-117.3833417,14
"64963",34.7259278,-117.3833417,15
"64964",42.3224444,-76.6603528,0.05
"64965",42.1725833,-79.0744444,0.89
"64966",29.8910524,-97.9319495,0.66
"64967",29.8910524,-97.9319495,0.707106781187
"64968",32.9101861,-80.8817861,0.0848528137424
"64969",33.0143251,-81.1567722,0.23
"64970",33.8479722,-117.23275,1.6
"64971",33.9696111,-117.3805278,0.55
"64972",33.9696111,-117.3805278,0.6
"64973",33.7288889,-116.979861,0.24
"64974",34.4188853,-119.6429089,0.35
"64975",34.4023611,-119.507111,0.75
"64976",33.7509167,-116.9690833,0.26
"64977",34.2047778,-119.0347222,1.6
"64978",34.2047778,-119.0347222,2.8
"64979",34.2129722,-119.0694444,0.11
"64980",34.2129722,-119.0694444,0.24
"64981",34.2129722,-119.0694444,0.1
"64982",34.2129722,-119.0694444,0.0848528137424
"64983",34.2129722,-119.0694444,0.16
"64984",34.2129722,-119.0694444,0.141421356237
"64986",34.2129722,-119.0694444,1.1
"64987",34.2129722,-119.0694444,0.4
"64988",34.2129722,-119.0694444,0.3
"64989",34.2129722,-119.0694444,0.127279220614
"64990",34.2129722,-119.0694444,0.282842712475
"64994",34.2129722,-119.0694444,0.7
"64996",34.2129722,-119.0694444,1.4
"64997",34.724,-114.5194167,1.1
"64998",34.724,-114.5194167,1.4
"64999",42.8541667,-73.8645278,0.26
"65000",43.8023611,-116.9317778,18
"65001",43.8023611,-116.9317778,11
"65002",43.8023611,-116.9317778,16
"65003",43.1663333,-74.8411944,0.14
"65004",34.0959722,-119.109,1.69705627485
"65005",37.3004167,-121.8370556,0.83
"65006",37.6678194,-122.15585,0.71
"65007",45.1359417,-92.9766639,0.52
"65008",45.1359417,-92.9766639,0.707106781187
"65009",42.5987778,-74.3383056,0.16
"65010",42.8306944,-74.1739444,2.6
"65011",39.1753056,-79.6058056,1
"65012",39.1753056,-79.6058056,0.16
"65013",43.0269167,-74.0790278,0.42
"65014",43.4738611,-116.7875,40.7
"65015",43.4738611,-116.7875,68.8
"65016",35.0656028,-106.6319361,4.6
"65017",35.0660333,-106.62475,14.3
"65018",33.2575611,-116.3131083,0.61
"65019",33.2575611,-116.3131083,0.83
"65020",33.2575611,-116.3131083,0.39
"65021",33.2575611,-116.3131083,0.78
"65022",33.2575611,-116.3131083,1
"65023",39.2785833,-80.5119722,0.1
"65024",39.2785833,-80.5119722,1.34350288425
"65025",35.0850139,-106.6153694,3.6
"65026",41.5610278,-91.0828611,0.64
"65027",41.4686944,-91.5806944,0.43
"65028",41.4755,-91.34925,0.11
"65029",26.3474167,-80.1916944,1.9
"65030",42.1099167,-104.3490278,2.82842712475
"65032",26.3745556,-80.2205278,1.1
"65033",26.4378333,-80.1142222,0.81
"65034",26.4970278,-80.0919444,0.8
"65035",26.7101667,-80.30975,0.89
"65036",26.6688889,-80.2762222,5.2
"65037",26.7492778,-80.2295833,9.2
"65038",42.0018611,-104.2588056,2.82842712475
"65040",39.8335167,-96.1830167,0.53
"65041",39.8335167,-96.1830167,0.52
"65042",39.4984833,-95.8104167,0.51
"65043",39.6821833,-96.0951167,0.25
"65044",39.79835,-96.0426,0.24
"65045",45.64165,-108.80955,6.7
"65046",39.6531167,-96.2712167,0.44
"65047",39.56605,-95.93,0.6
"65048",40.9336944,-91.922,0.09
"65049",41.2730278,-91.3261667,0.27
"65050",41.4878056,-91.68175,0.41
"65051",37.0881167,-93.8786778,0.0848528137424
"65052",37.0881167,-93.8786778,0.707106781187
"65053",41.8489167,-93.5136667,1.6
"65054",42.2847778,-92.2401667,0.3
"65055",42.4216111,-92.2466111,0.7
"65056",42.4455278,-92.5742222,1.4
"65057",42.5356944,-91.9394444,0.31
"65058",42.5990278,-91.93475,0.0848528137424
"65059",41.8327778,-90.3841111,0.21
"65060",41.9831944,-90.9440278,0.09
"65061",42.9656389,-92.27325,0.11
"65062",39.7107,-95.9486167,0.31
"65063",43.9851944,-112.22125,1.7
"65065",42.0961944,-78.0969167,0.26
"65066",46.4852929,-112.2468992,4.8
"65067",40.5016072,-112.7402448,1
"65068",40.5016072,-112.7402448,0.82
"65069",38.3467222,-119.3340833,0.34
"65070",38.6797222,-119.324361,2.2
"65071",39.8787667,-95.2583667,0.99
"65072",28.1565833,-81.56525,0.48
"65073",39.8602333,-95.2321167,0.68
"65074",39.2220556,-113.9985556,0.81
"65075",43.6132222,-116.2580556,2.6
"65076",43.6132222,-116.2580556,2.5
"65077",43.6132222,-116.2580556,2.2
"65078",43.5867222,-116.4966944,4.4
"65079",43.5867222,-116.4966944,3.2
"65080",46.9165556,-116.856611,0.53
"65081",46.9165556,-116.856611,0.39
"65082",46.9165556,-116.856611,0.3
"65083",46.505919,-116.6919842,0.5
"65084",46.505919,-116.6919842,0.42
"65086",43.7943056,-112.4467222,4.7
"65088",43.7943056,-112.4467222,4.5
"65089",46.1639722,-116.7280833,0.04
"65090",46.1639722,-116.7280833,0.0848528137424
"65091",46.1639722,-116.7280833,0.707106781187
"65092",46.1639722,-116.7280833,0.141421356237
"65094",45.8270111,-107.6140306,1
"65095",38.5431389,-80.0351667,1
"65096",38.5431389,-80.0351667,2.82842712475
"65097",48.7353889,-116.2793333,1.6
"65098",48.7353889,-116.2793333,1.4
"65099",48.7353889,-116.2793333,1.3
"65100",43.0066944,-115.2036389,11.2
"65101",43.0066944,-115.2036389,10.9
