"","LatitudeMeasure","LongitudeMeasure","conc"
"9431",33.4256144,-111.99204,8.8
"9432",33.4256144,-111.99204,8
"9433",33.4256144,-111.99204,35.3553390593
"9444",33.4256144,-111.99204,7.07106781187
"9451",33.4256144,-111.99204,7
"9452",33.4256144,-111.99204,9.1
"9453",33.4256144,-111.99204,3.53553390593
"9454",33.4256144,-111.99204,7.7
"9455",33.4256144,-111.99204,9.3
"9456",33.4256144,-111.99204,12
"9461",33.8544527,-111.9419,14.1421356237
"9463",33.8328722,-111.94642,7.07106781187
"9465",33.8326,-111.93061,133
"9467",39.2399893,-106.2843791,3.53553390593
"9468",48.25476,-114.25456,2.82842712475
"9470",33.6627777,-114.25027,7.07106781187
"9471",33.8055555,-111.87422,7.07106781187
"9477",34.2490833,-111.31311,7.07106781187
"9478",34.81875,-112.4555,17
"9479",35.85233,-90.70825,0.707106781187
"9480",35.85233,-90.70825,0.353553390593
"9483",35.85233,-90.70825,3.53553390593
"9484",47.93855,-118.09518,69.8
"9485",35.81372,-90.66375,0.707106781187
"9486",35.81372,-90.66375,0.353553390593
"9487",35.81372,-90.66375,3.53553390593
"9492",39.3556668,-75.7357656,0.707106781187
"9493",39.3142779,-75.937997,0.707106781187
"9497",39.3142779,-75.9285522,0.707106781187
"9499",34.0910833,-112.14938,7.07106781187
"9500",33.8724722,-111.91969,14.1421356237
"9502",33.2476944,-111.63275,14.1421356237
"9503",33.4243888,-111.9909,7.07106781187
"9504",33.4243888,-111.9909,3.53553390593
"9506",33.4243888,-111.9909,5
"9509",33.4243888,-111.9909,6
"9510",33.4243888,-111.9909,14.1421356237
"9514",39.2338279,-106.2836291,3.53553390593
"9518",39.2338279,-106.2836291,0.707106781187
"9520",39.2338279,-106.2836291,4.24264068712
"9525",39.2338279,-106.2836291,1
"9526",31.3927805,-110.95995,7.07106781187
"9527",33.4301666,-111.89236,32
"9528",33.8259027,-111.83961,7.07106781187
"9529",33.8259027,-111.83961,70.7106781187
"9530",33.5233055,-111.80513,7.07106781187
"9531",34.1087222,-109.90552,7.07106781187
"9532",39.2363832,-106.3101318,3.53553390593
"9534",33.4760277,-112.3413,16
"9535",33.6133888,-112.30344,7.07106781187
"9536",32.87875,-111.66258,7.07106781187
"9537",38.650946,-75.2079645,0.707106781187
"9538",38.5381775,-76.5877352,0.707106781187
"9539",41.6392042,-87.1192009,1.20208152802
"9540",39.355389,-75.736599,0.707106781187
"9543",38.6487239,-75.2321322,0.707106781187
"9546",38.6481683,-75.2362991,0.707106781187
"9549",39.3576113,-75.7368768,0.707106781187
"9553",39.357889,-75.7363212,0.707106781187
"9554",38.8840027,-75.8999364,0.707106781187
"9555",38.9156694,-76.1505027,0.707106781187
"9556",38.4456722,-75.6029814,0.707106781187
"9557",39.2892773,-75.9288296,0.707106781187
"9566",39.323167,-75.9449419,0.707106781187
"9568",37.9623459,-75.5929825,0.707106781187
"9570",37.4032714,-120.6604757,0.5
"9571",37.4032714,-120.6604757,0.707106781187
"9572",40.100378,-75.8368816,0.13
"9573",39.5417222,-88.3723611,0.06
"9574",34.5827707,-117.3458803,0.707106781187
"9575",34.8102625,-117.207267,0.707106781187
"9576",39.2689988,-75.9949435,0.707106781187
"9577",38.8720582,-75.788544,0.707106781187
"9578",39.1698341,-75.7149309,0.707106781187
"9579",38.2048414,-75.470198,0.707106781187
"9580",38.0937315,-75.394641,0.707106781187
"9581",38.4442805,-75.1940761,0.707106781187
"9582",38.6773346,-75.1829632,0.707106781187
"9583",44.0715,-92.429322,0.565685424949
"9584",44.0715,-92.429322,0.0141421356237
"9588",44.0715,-92.429322,0.707106781187
"9590",30.99,-90.7,0.353553390593
"9591",30.99,-90.7,2.12132034356
"9593",30.99,-90.7,3.53553390593
"9594",30.99,-90.7,7.07106781187
"9597",30.99,-90.7,2.54558441227
"9598",30.7780441,-85.167324,0.707106781187
"9599",45.5821,-94.2607,0.565685424949
"9601",45.5821,-94.2607,0.0141421356237
"9607",45.5821,-94.2607,0.707106781187
"9608",45.5821,-94.2607,7.35391052434
"9611",45.5821,-94.2607,8.06101730553
"9615",45.5821,-94.2607,0.0424264068712
"9618",39.6136,-102.2272,10.6066017178
"9620",35.342,-92.5522,0.707106781187
"9621",35.342,-92.5522,0.353553390593
"9624",38.0512,-103.6654,10.6066017178
"9626",41.3047538,-88.1472798,1.9
"9627",34.22542,-92.0187,0.707106781187
"9628",34.22542,-92.0187,0.353553390593
"9632",34.22542,-92.0187,3.53553390593
"9633",34.22542,-92.0187,7.07106781187
"9634",35.4921,-92.0263,0.353553390593
"9635",35.4921,-92.0263,0.707106781187
"9638",40.753914027,-112.170783225,28.2842712475
"9639",40.753914027,-112.170783225,31.8198051534
"9640",46.520901,-94.354385,0.565685424949
"9641",46.520901,-94.354385,0.0141421356237
"9644",46.520901,-94.354385,0.707106781187
"9647",44.990318,-92.872725,0.565685424949
"9648",44.990318,-92.872725,0.0141421356237
"9651",44.990318,-92.872725,0.707106781187
"9653",34.8802636,-116.8103123,1.2
"9654",34.8802636,-116.8103123,1.3
"9655",34.8802636,-116.8103123,1.4
"9661",34.8802636,-116.8103123,1.34350288425
"9663",34.8802636,-116.8103123,1.27279220614
"9664",34.8802636,-116.8103123,0.707106781187
"9667",45.040133,-93.34318,2.82842712475
"9668",45.040133,-93.34318,0.565685424949
"9669",33.9873,-116.7861,1.41421356237
"9676",44.987834,-92.82964,0.565685424949
"9677",44.987834,-92.82964,0.0141421356237
"9682",44.987834,-92.82964,0.707106781187
"9684",45.499311,-106.120114,2.12132034356
"9695",45.499311,-106.120114,0.707106781187
"9702",32.2271944,-110.8376042,70.7106781187
"9703",32.2831389,-111.0031525,7.07106781187
"9705",37.7136,-83.16916,0.707106781187
"9706",45.494578,-106.187473,2.12132034356
"9716",45.494578,-106.187473,0.707106781187
"9721",45.508622,-106.113453,2.12132034356
"9732",45.508622,-106.113453,0.707106781187
"9738",45.450101,-106.120001,2.12132034356
"9748",45.450101,-106.120001,0.707106781187
"9752",45.513272,-106.094567,2.12132034356
"9753",45.513272,-106.094567,10
"9754",42.4892524,-73.0031545,0.707106781187
"9755",37.1904186,-75.9502079,1.41421356237
"9756",37.1893076,-75.9468744,1.41421356237
"9757",47.543019574,-116.131193993,1
"9759",47.543019574,-116.131193993,0.707106781187
"9760",47.543019574,-116.131193993,0.11
"9761",47.543019574,-116.131193993,5.6
"9763",30.52,-91.75,2.82842712475
"9764",30.52,-91.75,3.53553390593
"9768",30.52,-91.75,14.1421356237
"9769",45.8786,-106.621935,3.53553390593
"9770",32.89,-93.98,2.82842712475
"9771",32.89,-93.98,3.53553390593
"9775",32.89,-93.98,2.12132034356
"9776",32.89,-93.98,0.707106781187
"9777",32.89,-93.98,1.1313708499
"9778",39.4125563,-84.55828,0.707106781187
"9811",40.914265,-73.1128866,0.0212132034356
"9812",45.481894,-106.157114,2.12132034356
"9822",45.481894,-106.157114,0.707106781187
"9826",45.459315,-106.15032,2.12132034356
"9836",45.459315,-106.15032,1
"9837",45.459315,-106.15032,0.707106781187
"9838",45.459315,-106.15032,2
"9843",33.884425,-111.95449,192
"9844",33.884425,-111.95449,180
"9845",33.884425,-111.95449,198
"9846",33.4301944,-111.90097,6.4
"9847",33.8287166,-111.91632,14.1421356237
"9849",33.8219444,-111.88938,30
"9850",33.8219444,-111.88938,28
"9851",33.8604222,-111.93231,14.1421356237
"9853",33.8248472,-111.90822,3.53553390593
"9856",33.4252816,-111.98347,7.07106781187
"9857",35.2837,-92.5002,0.707106781187
"9858",35.2837,-92.5002,0.353553390593
"9859",35.2758,-92.2288,0.353553390593
"9860",35.2758,-92.2288,0.707106781187
"9861",35.3334,-92.2562,0.707106781187
"9862",34.2948,-92.0561,0.707106781187
"9863",34.2948,-92.0561,0.353553390593
"9866",34.2948,-92.0561,3.53553390593
"9868",34.2948,-92.0561,7.07106781187
"9869",34.7899,-91.181,3.53553390593
"9870",37.5311,-106.0565,10.6066017178
"9872",33.1047222,-111.42241,7.07106781187
"9873",34.8626388,-111.76319,7.07106781187
"9878",31.6471666,-111.49894,7.07106781187
"9879",33.3274444,-111.63152,7.07106781187
"9880",33.2387222,-111.61783,7.07106781187
"9881",35.1212666,-114.58019,3.53553390593
"9882",35.1212666,-114.58019,7.07106781187
"9885",34.8635277,-111.7624,7.07106781187
"9888",33.4338888,-111.90308,3.2
"9889",33.4283611,-111.90958,7.8
"9890",46.728334,-112.036361,2.12132034356
"9896",33.8453611,-111.94361,79
"9897",33.8453611,-111.94361,90
"9898",33.8471944,-111.92844,7.07106781187
"9900",32.3818333,-111.11477,7.07106781187
"9901",33.8291666,-111.91544,7.07106781187
"9902",33.8362777,-111.95438,7.07106781187
"9903",33.8362777,-111.95438,14.1421356237
"9904",31.9585833,-110.94516,7.07106781187
"9905",32.7289166,-110.22236,7.07106781187
"9906",45.021444,-93.32685,2.82842712475
"9907",45.021444,-93.32685,0.0141421356237
"9910",45.021444,-93.32685,0.707106781187
"9912",40.5778,-124.1496,0.0707106781187
"9914",45.489158,-106.164601,2.12132034356
"9922",45.489158,-106.164601,3
"9929",33.4140833,-111.58094,25
"9930",33.85075,-111.95438,17
"9932",33.8398611,-111.96305,7.07106781187
"9934",45.472702,-106.203583,8
"9935",45.472702,-106.203583,18
"9937",45.472702,-106.203583,2.12132034356
"9940",45.472702,-106.203583,3
"9941",45.472702,-106.203583,4
"9942",45.472702,-106.203583,7
"9944",45.472702,-106.203583,0.707106781187
"9948",38.744428712,-109.52566894,0.707106781187
"9957",38.744428712,-109.52566894,3.53553390593
"9985",33.4238775,-111.98914,7.07106781187
"9988",33.4238775,-111.98914,6
"9989",33.4238775,-111.98914,8
"9990",33.4238775,-111.98914,7
"9993",37.2609167,-108.3929167,0.707106781187
"9995",29.7127778,-98.1375,0.707106781187
"9996",29.7127778,-98.1375,0.41
"9997",29.7127778,-98.1375,0.43
"9998",29.7127778,-98.1375,0.37
"9999",29.7127778,-98.1375,0.44
"10001",29.7127778,-98.1375,0.39
"10004",29.7127778,-98.1375,0.4
"10005",29.7127778,-98.1375,0.36
"10011",29.7127778,-98.1375,0.38
"10015",29.7127778,-98.1375,0.42
"10017",29.7127778,-98.1375,0.48
"10023",29.8910524,-97.9347274,0.707106781187
"10025",35.1452,-92.4056,0.707106781187
"10026",35.1452,-92.4056,0.353553390593
"10032",38.6997751,-90.7337389,0.707106781187
"10034",41.9703336,-80.3445092,2.82842712475
"10035",39.8634415,-75.8396653,0.707106781187
"10036",39.8667748,-75.840221,0.707106781187
"10038",28.1105705,-82.769824,0.707106781187
"10048",39.9581723,-74.394871,0.707106781187
"10050",39.962617,-74.3562586,0.707106781187
"10052",29.2124764,-82.0539782,0.707106781187
"10054",40.9258912,-78.3736297,7.07106781187
"10055",40.9258912,-78.3736297,2.82842712475
"10081",40.9222802,-78.38113,2.82842712475
"10146",41.807531,-87.9111713,0.14
"10147",41.807531,-87.9111713,0.07
"10148",41.807531,-87.9111713,0.0155563491861
"10149",42.2422455,-88.307863,0.0424264068712
"10151",42.2422455,-88.307863,0.05
"10152",39.7042823,-74.9376657,0.27
"10153",39.7042823,-74.9376657,0.25
"10154",40.4426063,-74.3662602,0.05
"10155",40.4426063,-74.3662602,0.141421356237
"10156",41.0504856,-74.2250354,0.707106781187
"10157",40.0581621,-75.5315885,0.707106781187
"10158",30.96,-93.11,2.82842712475
"10159",30.96,-93.11,7.07106781187
"10160",30.96,-93.11,2.12132034356
"10161",30.96,-93.11,3.53553390593
"10163",30.96,-93.11,1.3
"10164",30.96,-93.11,1.2
"10165",30.96,-93.11,2.54558441227
"10166",40.6253,-105.179,10.6066017178
"10168",38.7133,-106.8522,10.6066017178
"10170",38.0773,-102.2689,10.6066017178
"10172",38.86420615,-107.0424671,11.7
"10173",38.86420615,-107.0424671,17.2
"10174",38.86420615,-107.0424671,20.2
"10175",38.86420615,-107.0424671,15.9
"10176",38.8693819,-107.0946603,1.76776695297
"10177",38.8693819,-107.0946603,0.353553390593
"10178",45.502249,-106.150641,2.12132034356
"10188",45.502249,-106.150641,0.707106781187
"10192",47.4313,-94.64812,0.707106781187
"10193",44.063581,-92.432756,0.565685424949
"10194",44.063581,-92.432756,0.0141421356237
"10196",44.063581,-92.432756,0
"10199",44.063581,-92.432756,0.707106781187
"10202",26.209234,-81.534545,0.813172798365
"10203",26.209234,-81.534545,3.53553390593
"10205",44.361424,-91.97853,2.82842712475
"10206",44.361424,-91.97853,0.565685424949
"10208",44.361424,-91.97853,0.0141421356237
"10209",30.1385277,-81.5618333,2.12132034356
"10225",30.1385277,-81.5618333,3.132
"10226",30.1385277,-81.5618333,2.42534
"10227",30.1385277,-81.5618333,5.755
"10230",30.1385277,-81.5618333,2.255
"10232",30.1385277,-81.5618333,2.514
"10237",35.89997,-90.57586,0.707106781187
"10238",35.89997,-90.57586,0.353553390593
"10241",40.545055541,-112.093188972,14.1421356237
"10242",34.2751667,-112.7136944,3.53553390593
"10244",34.4884389,-113.7391667,3.53553390593
"10245",39.482484314,-112.424450169,3.53553390593
"10249",29.9561944,-81.62375,8.48528137424
"10251",33.48786,-92.95183,0.353553390593
"10252",33.48786,-92.95183,0.707106781187
"10254",33.48786,-92.95183,3.53553390593
"10255",29.5719167,-81.6532222,2.12132034356
"10259",29.5719167,-81.6532222,2.39563
"10266",29.7068889,-81.4666667,2.12132034356
"10267",29.7068889,-81.4666667,7.907
"10269",29.7068889,-81.4666667,4.038
"10272",29.7068889,-81.4666667,4.514
"10273",29.7068889,-81.4666667,4.603
"10274",30.3432361,-81.5817138,2.12132034356
"10281",30.3432361,-81.5817138,2.496
"10283",30.3432361,-81.5817138,4.513
"10289",30.3432361,-81.5817138,2.5917
"10297",30.3432361,-81.5817138,3.036
"10304",30.4595833,-81.5198611,2.12132034356
"10311",30.4595833,-81.5198611,4.103
"10313",30.3422388,-81.5859361,2.12132034356
"10319",30.3422388,-81.5859361,2.59737
"10320",30.3422388,-81.5859361,2.12516
"10321",30.3422388,-81.5859361,2.253
"10325",30.3422388,-81.5859361,3.004
"10327",30.3422388,-81.5859361,2.786
"10338",30.3422388,-81.5859361,3.386
"10341",30.3422388,-81.5859361,2.977
"10343",28.944975,-81.3392,2.12132034356
"10351",28.944975,-81.3392,2.661
"10356",28.944975,-81.3392,1.41421356237
"10359",28.944975,-81.3392,2.214
"10363",28.944975,-81.3392,1.841
"10365",28.944975,-81.3392,2.54558441227
"10370",28.944975,-81.3392,2.67
"10375",28.944975,-81.3392,3.86
"10376",28.944975,-81.3392,1.54
"10377",28.944975,-81.3392,4.63
"10378",28.944975,-81.3392,2.23
"10379",28.944975,-81.3392,0.353553390593
"10382",28.944975,-81.3392,1.55
"10387",28.944975,-81.3392,4.01
"10388",28.944975,-81.3392,1.14
"10392",28.944975,-81.3392,2.51
"10393",28.944975,-81.3392,0.89
"10394",28.944975,-81.3392,2.65
"10395",28.944975,-81.3392,1.37
"10396",28.944975,-81.3392,1.6
"10399",28.944975,-81.3392,3.04
"10401",28.944975,-81.3392,1.02
"10405",28.944975,-81.3392,1.61
"10409",28.944975,-81.3392,21.2132034356
"10415",30.2857778,-81.5744167,2.12132034356
"10429",28.7316666,-81.8180555,2.12132034356
"10431",28.7316666,-81.8180555,3.04092
"10436",28.7316666,-81.8180555,2.596
"10438",30.3991944,-81.6867778,2.12132034356
"10447",30.3991944,-81.6867778,2.574
"10448",30.1351389,-81.5615,2.12132034356
"10463",30.1351389,-81.5615,3.19
"10471",30.1351389,-81.5615,3.877
"10474",30.1351389,-81.5615,2.957
"10476",30.1366666,-81.5968055,2.12132034356
"10494",30.1366666,-81.5968055,3.645
"10501",30.1366666,-81.5968055,2.66
"10503",30.1366666,-81.5968055,2.635
"10507",29.69075,-81.57575,2.44458
"10508",29.69075,-81.57575,2.833
"10509",29.69075,-81.57575,2.2036
"10510",29.69075,-81.57575,2.12132034356
"10512",29.69075,-81.57575,4.563
"10514",29.69075,-81.57575,3.87623
"10515",29.69075,-81.57575,10.66
"10516",29.69075,-81.57575,7.7495
"10517",29.69075,-81.57575,9.10761
"10518",29.69075,-81.57575,10.88498
"10519",29.69075,-81.57575,10.19
"10520",29.69075,-81.57575,18.14
"10521",28.7486111,-81.8280555,2.46154
"10522",28.7486111,-81.8280555,2.68076
"10523",28.7486111,-81.8280555,2.12132034356
"10525",28.7486111,-81.8280555,2.75077
"10527",28.7486111,-81.8280555,2.396
"10530",28.7486111,-81.8280555,4.773
"10531",28.78725,-81.1673,2.66158
"10532",28.78725,-81.1673,2.12132034356
"10533",28.78725,-81.1673,3.6
"10536",28.78725,-81.1673,4
"10540",28.78725,-81.1673,1.6
"10541",28.78725,-81.1673,1.41421356237
"10550",28.78725,-81.1673,3.07
"10551",28.78725,-81.1673,2.684
"10553",28.78725,-81.1673,3.145
"10554",30.1370833,-81.5648888,2.12132034356
"10556",30.1370833,-81.5648888,4.411
"10558",30.1370833,-81.5648888,3.112
"10566",30.1370833,-81.5648888,2.17408
"10567",30.1370833,-81.5648888,5.37613
"10571",30.1370833,-81.5648888,2.591
"10572",30.1370833,-81.5648888,2.683
"10576",30.1370833,-81.5648888,2.813
"10578",30.1370833,-81.5648888,3.305
"10579",30.1370833,-81.5648888,5.22
"10580",30.1370833,-81.5648888,3.13
"10582",30.1370833,-81.5648888,4.744
"10583",30.1370833,-81.5648888,2.604
"10584",30.1370833,-81.5648888,4.568
"10585",30.1370833,-81.5648888,2.176
"10586",30.1341944,-81.569083,2.12132034356
"10606",30.1341944,-81.569083,2.211
"10618",29.7015556,-81.4665278,2.12132034356
"10619",29.7015556,-81.4665278,3.1269
"10621",29.7015556,-81.4665278,4.06586
"10622",29.7015556,-81.4665278,3.35148
"10625",30.2025278,-81.5735556,2.12132034356
"10627",30.2025278,-81.5735556,2.178
"10631",30.2025278,-81.5735556,3.7814
"10638",30.1385,-81.6001388,2.12132034356
"10667",29.9690278,-81.6349722,2.12132034356
"10674",30.1348055,-81.5663333,2.12132034356
"10675",30.1348055,-81.5663333,2.66872
"10678",30.1348055,-81.5663333,2.745
"10679",30.1348055,-81.5663333,3.302
"10703",30.1355,-81.5678611,2.12132034356
"10732",44.878247,-92.914544,0.565685424949
"10733",44.878247,-92.914544,0.0141421356237
"10737",44.878247,-92.914544,0.707106781187
"10739",35.4919,-92.0272,0.353553390593
"10740",35.4919,-92.0272,0.707106781187
"10743",45.428569,-106.173007,19
"10744",45.428569,-106.173007,4
"10745",45.428569,-106.173007,2.12132034356
"10753",45.428569,-106.173007,0.707106781187
"10757",35.4742,-91.8169,0.353553390593
"10758",35.4742,-91.8169,0.707106781187
"10761",35.4183,-91.9695,0.707106781187
"10762",35.4183,-91.9695,0.353553390593
"10763",45.428631,-106.173008,193
"10764",45.428631,-106.173008,214
"10765",45.428631,-106.173008,20
"10766",45.428631,-106.173008,195
"10767",45.428631,-106.173008,188
"10768",45.428631,-106.173008,175
"10770",45.428631,-106.173008,207
"10771",45.428631,-106.173008,180
"10772",45.428631,-106.173008,205
"10773",45.428631,-106.173008,182
"10774",45.428631,-106.173008,192
"10775",45.428631,-106.173008,187
"10777",45.428631,-106.173008,157
"10778",47.543726,-116.160222,1
"10779",47.543726,-116.160222,0.58
"10784",47.543726,-116.160222,0.25
"10785",47.543726,-116.160222,0.35
"10787",47.543726,-116.160222,0.707106781187
"10789",45.08065,-93.34732,0.565685424949
"10791",40.013874,-105.1591527,0.707106781187
"10792",40.0383045,-108.2856434,3.2
"10793",40.0405405,-105.1352628,0.707106781187
"10794",40.053596,-105.1310959,0.707106781187
"10795",40.0719295,-105.1502631,0.707106781187
"10796",40.0985967,-105.283879,0.707106781187
"10797",38.4072362,-96.2208303,0.707106781187
"10800",39.1894415,-96.421944,0.707106781187
"10801",38.810003,-97.6044793,0.707106781187
"10802",38.9883434,-98.4303405,0.707106781187
"10803",39.1999968,-96.3055532,0.707106781187
"10804",37.9705749,-101.2790584,0.707106781187
"10805",38.7116702,-97.5028105,0.707106781187
"10806",37.567517,-101.7510047,0.707106781187
"10807",35.4729,-91.8184,0.353553390593
"10808",35.4729,-91.8184,0.707106781187
"10811",32.2810203,-111.0101806,7.07106781187
"10813",31.06,-91.58,2.82842712475
"10815",31.06,-91.58,2.12132034356
"10816",31.06,-91.58,3.53553390593
"10818",31.06,-91.58,0.141421356237
"10819",31.06,-91.58,2.54558441227
"10820",29.5731111,-81.6498611,2.12132034356
"10822",29.5731111,-81.6498611,2.226
"10832",30.1359166,-81.5975,2.85865
"10833",30.1359166,-81.5975,2.12132034356
"10840",30.1359166,-81.5975,2.707
"10861",30.1395,-81.5969444,2.12132034356
"10889",30.1395,-81.5969444,3.17
"10892",29.6959444,-81.5721111,2.12132034356
"10895",29.6959444,-81.5721111,3.866
"10896",29.6959444,-81.5721111,4.61324
"10901",30.1188888,-81.7619444,4.614
"10902",30.1188888,-81.7619444,12.65511
"10903",30.1188888,-81.7619444,2.615
"10904",30.1188888,-81.7619444,5.19592
"10905",30.1188888,-81.7619444,2.12132034356
"10906",30.1188888,-81.7619444,9.237
"10907",30.1345,-81.5636944,2.12132034356
"10935",30.1211111,-81.7663888,2.12132034356
"10945",29.9581389,-81.6321667,2.12132034356
"10948",29.9581389,-81.6321667,3.08237
"10954",30.1403888,-81.56025,2.12132034356
"10982",30.75,-90.75,2.82842712475
"10983",30.75,-90.75,3.53553390593
"10986",30.75,-90.75,14.1421356237
"10987",32.99,-93.46,2.82842712475
"10989",32.99,-93.46,3.53553390593
"10992",32.99,-93.46,2.12132034356
"10993",32.99,-93.46,2.54558441227
"10995",31.45,-93.46,2.82842712475
"10997",31.45,-93.46,3.53553390593
"11001",31.45,-93.46,2.12132034356
"11003",30.42,-90.44,2.82842712475
"11004",30.42,-90.44,3.53553390593
"11006",30.42,-90.44,14.1421356237
"11007",30.42,-90.44,2.54558441227
"11009",30.42,-90.44,0.919238815543
"11010",32.22,-93.15,2.82842712475
"11011",32.22,-93.15,3.53553390593
"11013",32.22,-93.15,2.12132034356
"11016",32.22,-93.15,0.8
"11017",32.22,-93.15,0.5
"11018",32.22,-93.15,7.07106781187
"11019",30.3,-89.73,0.353553390593
"11021",30.1359722,-81.5639444,8.48528137424
"11024",47.9366528,-118.0948,10
"11025",37.619715142,-110.006525833,0.707106781187
"11028",37.619715142,-110.006525833,3.53553390593
"11047",30.3432361,-81.5817147,8.48528137424
"11050",30.4661389,-81.5176667,8.48528137424
"11052",30.1080278,-81.7161667,8.48528137424
"11053",30.1080278,-81.7161667,14.01448
"11054",30.1080278,-81.7161667,9.05926
"11055",40.7895428,-73.0509425,0.32
"11057",39.0088056,-114.2066111,1.76776695297
"11058",33.2983333,-111.29325,7.07106781187
"11059",33.4036666,-112.42497,36
"11060",39.2241571,-106.3424831,2.12132034356
"11062",33.0585277,-110.05061,7.07106781187
"11063",32.9799722,-111.50483,36
"11064",33.3698,-112.74753,0.00353553390593
"11065",32.9861666,-112.06352,14.1421356237
"11066",34.3045555,-112.1035,7.07106781187
"11067",34.5690086,-112.42511,10
"11068",34.5690086,-112.42511,8.9
"11069",33.7078127,-112.11889,14.1421356237
"11074",32.9501388,-112.70072,7.07106781187
"11075",35.6766666,-114.185,7.07106781187
"11076",39.2404069,-106.285516,5.31
"11077",39.2404069,-106.285516,3.53553390593
"11078",39.2404069,-106.285516,5.05
"11079",39.2404069,-106.285516,4.24264068712
"11083",32.6693055,-111.6035,7.07106781187
"11084",33.4253808,-112.00022,5
"11085",33.4253808,-112.00022,3.53553390593
"11088",33.4253808,-112.00022,35.3553390593
"11096",33.4253808,-112.00022,6
"11101",33.4253808,-112.00022,6.8
"11103",33.4253808,-112.00022,7.2
"11109",33.4253808,-112.00022,5.4
"11111",33.4253808,-112.00022,9
"11112",33.4253808,-112.00022,7
"11114",29.4391214,-98.5647412,0.707106781187
"11115",29.5355069,-98.5125182,0.707106781187
"11117",39.3795194,-81.2648367,1.41421356237
"11118",40.5789533,-80.6622968,2.82842712475
"11119",38.699978446,-109.628730068,0.707106781187
"11125",38.699978446,-109.628730068,1.41421356237
"11126",38.699978446,-109.628730068,3.53553390593
"11148",33.3639236,-111.8073342,70.7106781187
"11149",37.282368,-108.761172,70.7106781187
"11150",37.282368,-108.761172,0.5
"11152",37.282368,-108.761172,0.141421356237
"11154",30.93,-90.01,0.353553390593
"11155",30.93,-90.01,2.12132034356
"11156",30.93,-90.01,3.53553390593
"11157",30.93,-90.01,7.07106781187
"11160",30.93,-90.01,2.54558441227
"11161",30.93,-90.01,0.282842712475
"11163",33.3569072,-111.7991456,70.7106781187
"11164",40.2047222,-80.6077778,0.34
"11165",39.5636962,-75.4646701,0.4
"11166",32.2787311,-111.0018789,7.07106781187
"11169",37.71893,-83.16562,0.707106781187
"11170",35.4921,-91.9248,0.707106781187
"11171",35.4921,-91.9248,0.353553390593
"11174",34.19487,-92.0415,0.707106781187
"11175",34.19487,-92.0415,0.353553390593
"11179",34.19487,-92.0415,3.53553390593
"11180",35.3468,-93.2202,0.707106781187
"11181",35.3468,-93.2202,0.353553390593
"11182",34.3860222,-111.0952197,0.707106781187
"11183",41.0849,-123.687,0.0707106781187
"11185",46.345748,-94.236778,0.565685424949
"11187",46.345748,-94.236778,0.0141421356237
"11190",46.345748,-94.236778,0.707106781187
"11192",40.4267751,-73.9843048,0.183847763109
"11193",29.3574569,-98.8758608,0.707106781187
"11196",29.4755093,-98.9541967,0.707106781187
"11199",29.4896753,-98.6008535,0.707106781187
"11200",29.5610616,-98.5700198,0.707106781187
"11202",29.5830053,-98.5436303,0.707106781187
"11203",29.6305038,-98.4436278,0.707106781187
"11207",29.7035579,-98.1500092,0.707106781187
"11210",29.8443869,-97.9844503,0.707106781187
"11214",29.8938301,-97.9302828,0.707106781187
"11217",29.9877163,-97.881949,0.707106781187
"11218",32.26,-93,2.82842712475
"11219",32.26,-93,3.53553390593
"11222",32.26,-93,2.12132034356
"11224",32.26,-93,2.54558441227
"11228",29.6959444,-81.5721111,8.48528137424
"11231",39.8931302,-80.7959218,2.82842712475
"11232",40.2778479,-80.6125744,1.34350288425
"11233",37.499843,-109.522567,0.7
"11234",37.499843,-109.522567,0.6
"11235",37.499843,-109.522567,1.2
"11237",37.499843,-109.522567,1
"11238",37.499843,-109.522567,0.0707106781187
"11240",37.499843,-109.522567,3.5
"11241",37.499843,-109.522567,1.1
"11245",37.499843,-109.522567,4
"11246",37.499843,-109.522567,1.4
"11251",37.499843,-109.522567,0.565685424949
"11253",30.32,-90.92,0.353553390593
"11254",30.32,-90.92,2.12132034356
"11255",30.32,-90.92,3.53553390593
"11256",46.00307,-112.63343,3.53553390593
"11262",46.00307,-112.63343,0.707106781187
"11264",38.6667501,-82.1737562,2.82842712475
"11265",46.561806,-96.09155,0.565685424949
"11266",46.561806,-96.09155,0.0141421356237
"11270",46.561806,-96.09155,0.707106781187
"11273",40.747858224,-112.172773561,70.7106781187
"11274",40.747858224,-112.172773561,7.07106781187
"11275",40.747858224,-112.172773561,28.2842712475
"11276",40.747858224,-112.172773561,88.3883476483
"11277",45.538697,-106.141404,2.12132034356
"11278",45.538697,-106.141404,5
"11279",45.538697,-106.141404,14
"11287",45.538697,-106.141404,0.707106781187
"11288",45.538697,-106.141404,1
"11291",47.5375636896,-115.8075939,0.2
"11292",47.5375636896,-115.8075939,0.19
"11293",47.539551651,-116.13299903,1
"11297",47.539551651,-116.13299903,0.29
"11302",47.4936975317,-115.811072115,0.02
"11304",40.9501,-124.1142,0.0707106781187
"11306",44.830649,-92.947072,0.565685424949
"11307",44.830649,-92.947072,0.0141421356237
"11311",44.830649,-92.947072,0.707106781187
"11313",40.283371,-80.944326,1.41421356237
"11314",60.0388442,-151.6574797,0.707106781187
"11315",60.1305493,-149.4343678,0.707106781187
"11316",61.5911274,-149.2011079,0.707106781187
